N_id,Title,Main Genre,Sub Genres,Release Year,Maturity Rating,Original Audio,Recommendations,Recommendation_Count
81298682,Blue Miracle,Drama,"Family, Drama, Based on Real Life, US",2021,U/A 13+,"English [Original], Hindi, English - Audio Description","81010969, 80081151, 80066891, 81191433, 81283585, 81435227, 81107362, 80204923, 81696510, 81155175, 81054619, 81760222",12
81300126,Òlòtūré,Drama,"Nollywood, Drama, Social Issue Dramas, African",2020,A,"English [Original], English - Audio Description","81462490, 81478629, 81630495, 81612858, 81303838, 81521086, 80044545, 81681233, 81450071, 81556148, 60023237, 81571934",12
81301247,The Lockdown Plan,Comedy,"French, TV Comedies, Romantic TV Comedies",2020,U/A 16+,"English, French [Original], French - Audio Description","80190086, 81438166, 81388033, 81279310, 81233911, 81306350, 80212986, 81010818, 81046937, 81069541, 81343000, 81423343",12
81301595,Spaceman,Sci-Fi,"Sci-Fi, Drama, Based on Books, Action & Adventure, US",2024,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81010971, 81012048, 81480320, 70305903, 81023636, 81067760, 80206300, 80244645, 80174608, 80134431, 80158764, 81321986",12
81302750,The Seven Deadly Sins: Grudge Of Edinburgh Part 1,Anime,"Sci-Fi & Fantasy Anime, Action Anime, Japanese, Action & Adventure, Anime Features",2022,U/A 13+,"Japanese - Audio Description, English, Japanese [Original]","81091393, 80117291, 81448990, 70300472, 81306306, 80238012, 81281582, 81562396, 81278456, 81263946, 81663325, 80050063",12
81304893,Road To High & Low,Action,"Japanese, Action & Adventure",2016,U/A 16+,Japanese [Original],"81304899, 70293105, 81304896, 81153955, 81442520, 81418329, 81313227, 81304894, 80217733, 81739778, 81623070, 81313229",12
81304894,High & Low The Movie,Action,"Japanese, Action & Adventure",2016,U/A 16+,Japanese [Original],"70293105, 81304897, 81304896, 81304893, 81442520, 80013790, 81418329, 81507232, 80013891, 81691279, 81739778, 81623070",12
81304896,High & Low The Movie 2 / End Of Sky,Action,"Japanese, Action & Adventure",2017,U/A 16+,Japanese [Original],"81304899, 70293105, 81304897, 81153955, 81442520, 81418329, 81313227, 81304894, 80217733, 81739778, 81623070, 81313229",12
81304897,High & Low The Movie 3 / Final Mission,Action,"Japanese, Action & Adventure",2017,U/A 16+,Japanese [Original],"81304899, 70293105, 81304896, 81153955, 81313229, 81507232, 81418329, 81313227, 80217733, 81739778, 81623070, 81647497",12
81304899,High & Low The Worst,Action,"Japanese, Action & Adventure",2019,U/A 16+,Japanese [Original],"70293105, 81304896, 81444051, 81153955, 81304893, 81442520, 81418329, 80217733, 81739778, 81704690, 81623070, 81647497",12
81304917,Christmas With You,Comedy,"Family, Children & Family, Romantic Comedies, Comedy, Romantic, US",2022,U/A 7+,"English [Original], Hindi, English - Audio Description","80177441, 81026186, 81416312, 81344378, 81609502, 80160759, 81392060, 81609503, 80242446, 81696232, 81696231, 81477797",12
81304985,A Love Song For Latasha,Documentary,"Documentaries, Biographical Documentaries, US",2020,U/A 7+,"English [Original], English - Audio Description","80202829, 81586385, 81089353, 81321341, 81685634, 80168230, 80189623, 81586731, 80191045, 70308063, 80202283, 80988518",12
81305096,Family Switch,Comedy,"Family, Children & Family, Comedy, Based on Books, US",2023,U/A 7+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81595480, 81023618, 81416268, 80994878, 80242926, 81730306, 81084350, 81002412, 81011712, 81570889, 80238399, 80105067",12
81305487,Chor Nikal Ke Bhaga,Thriller,"Hindi-Language, Crime, Drama, Thriller",2023,U/A 16+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81436989, 81514144, 81633804, 81265803, 81537953, 81586376, 81320770, 81144153, 81252372, 81112446, 81564504, 81595555",12
81306195,The Trapped 13: How We Survived The Thai Cave,Documentary,"Thai, Documentaries, Teen",2022,U/A 13+,"Thai - Audio Description, English, Thai [Original]","81464765, 81346975, 81089353, 81307163, 80215139, 81272421, 81139969, 81630917, 81713263, 81410405, 81397884, 81554996",12
81306293,Dream,Comedy,"Korean, Drama, Comedy, Sports",2023,U/A 13+,"Korean - Audio Description, English, Korean [Original], Hindi","81472752, 81406881, 81616524, 81314328, 70244998, 81165326, 81290298, 81687159, 81413901, 81093126, 81506124, 81193309",12
81306306,The Seven Deadly Sins: Grudge Of Edinburgh Part 2,Anime,"Shounen Anime, Sci-Fi & Fantasy Anime, Action Anime, Japanese, Action & Adventure, Anime Features",2023,U/A 16+,"Japanese - Audio Description, English, Japanese [Original]","81091393, 81302750, 80117291, 81448990, 81281582, 80238012, 81574246, 81562396, 81278456, 81263946, 81663325, 80050063",12
81306350,Friendzone,Comedy,"French, Romantic Comedies, Comedy, Romantic",2021,A,"English, French [Original], French - Audio Description","70301476, 81580024, 70167075, 81715819, 81248072, 81205652, 60033326, 81004099, 81276519, 81578318, 81176235, 81508217",12
81307032,Trippin' With The Kandasamys,Comedy,"South African, Romantic Comedies, Comedy, Romantic, African",2021,U/A 13+,"English [Original], Hindi, English - Audio Description","70276715, 81076586, 81307340, 81397313, 81294417, 81522482, 81711005, 81659941, 81662957, 81260303, 81228331, 81132044",12
81307099,Back In Action,Action,"Comedy, Action & Adventure, Spy, US",2025,U/A 13+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81416977, 81253859, 81282091, 81344253, 81663325, 81752390, 81454087, 81665878, 70059988, 70127226, 81324724, 81704690",12
81307119,Centauro,Action,"Spanish, Crime, Action & Adventure",2022,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original], Hindi","81265968, 81227923, 81509213, 81312828, 81711199, 81348771, 81570254, 81486233, 81233669, 81108579, 80113669, 81058338",12
81307340,Kandasamys: The Wedding,Comedy,"South African, Romantic Comedies, Drama, Comedy, Romantic, African",2019,U/A 13+,English [Original],"81662957, 81307032, 81012573, 81132044",4
81308434,A Man Of Action,Drama,"Spanish, Crime, Drama, Based on Real Life, Social Issue Dramas",2022,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original], Hindi","81641273, 81286570, 80064514, 81684768, 81389612, 81620884, 70132721, 70084788, 81348771, 81321674, 70032595, 81488972",12
81309354,The Adam Project,Sci-Fi,"Family, Sci-Fi, Comedy, Action & Adventure, US",2022,U/A 13+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81160697, 81252357, 80218306, 81277430, 81199140, 81023636, 80204465, 80094318, 80211726, 81161626, 81001887, 80158764",12
81309564,That Christmas,Kids,"Family, Children & Family, British, Comedy, Based on Books",2024,U/A 7+,"Hindi - Audio Description, British English - Audio Description, Hindi, English [Original], Tamil, Telugu","60000901, 80199682, 80183187, 80230507, 81500345, 81193166, 80996790, 81745658, 81028225, 81029733, 80988988, 81517419",12
81310261,Girl'S Revenge,Drama,"Taiwanese, Drama, Teen, Chinese",2020,U/A 16+,Mandarin Guoyu [Original],"81683734, 81711455, 70241118, 81919470, 81439267, 81604901, 81730602, 81516491, 81517155, 80241947, 80188348, 81652564",12
81310349,Dr Jason Leong Hashtag Blessed,Comedy,"Malaysian, Stand-Up Comedy",2018,A,English [Original],"81267396, 81228515, 80195429, 81140682, 81717899, 81070659, 80115464, 81267202, 81045453, 81717103, 81662517, 80196589",12
81311782,An Unremarkable Christmas,Comedy,"Colombian, Drama, Comedy, Teen",2020,U/A 13+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","81091382, 81169148, 70267242, 80199682, 81142851, 81304948, 81080761, 81460774, 80244123, 81211965, 81087583, 81494917",12
81311995,Joel Kim Booster: Psychosexual,Comedy,Stand-Up Comedy,2022,A,"English [Original], English - Audio Description","80223685, 80151384, 81170956, 81607199, 81520120, 81140682, 81598434, 81276951, 81070659, 81267202, 81717103, 81628816",12
81312307,Secret Lives Of Orangutans,Documentary,"British, Documentaries, Nature & Ecology Documentaries, Science & Nature Docs",2024,U/A 7+,"Hindi, British English - Audio Description, English [Original]","80049832, 81447086, 81353947, 81137426, 81170676, 81571854, 80213846, 81319177, 81311783, 81681888, 81318943, 81082225",12
81312457,Kingdom: Ashin Of The North,Horror,"TV Dramas, Korean, Horror, Thriller, Period Pieces, K-dramas based on Webtoon, TV Thrillers, Horror TV Serials",2021,A,"English, Korean [Original], Korean - Audio Description","80180171, 81342504, 81256675, 80191740, 81338873, 81457374, 81618079, 81517188, 81520295, 81478985, 81672158, 81061734",12
81312527,Little Big Women,Drama,"Taiwanese, Drama, Chinese",2020,U/A 13+,"Min Nan Chinese [Original], Taiwanese - Audio Description","81786970, 81598297, 81746667, 81907087, 81571690, 81689962, 81730602, 81604901, 81045891, 81775463, 81168282, 80993655",12
81312563,The Spongebob Movie: Sponge On The Run,Kids,"Family, Children & Family, Comedy, US",2020,U/A 7+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","70267728, 70243420, 81221340, 81640914, 80091938, 80095314, 80011621, 80121840, 81294811, 81068804, 70011204, 80217006",12
81312752,Mighty Little Bheem: I Love Taj Mahal,Kids,"Kids' TV, Children & Family, Comedy, TV Comedies, TV Cartoons",2022,U,"Hindi - Audio Description, No Dialogue [Original], English - Audio Description","81362795, 81011059, 81637392, 81286920, 81782266, 70286901, 81322703, 81193947, 80211492, 81726679, 81063145, 81273085",12
81312798,The Stronghold,Action,"French, Crime, Drama, Action & Adventure",2021,U/A 16+,"English, French [Original], French - Audio Description","81307099, 81312828, 81115400, 81102814, 70298433, 81711199, 81424708, 81348771, 81321674, 81462496, 81752951, 81520697",12
81312799,Dear Mother,Comedy,"French, based on a Play, Comedy",2021,A,"French [Original], French - Audio Description","81416977, 80175421, 80987464, 80160994, 81640438, 81597242, 81004099, 81276519, 81664637, 80999643, 81294142, 81674131",12
81312828,Athena,Action,"French, Drama, Action & Adventure, Social Issue Dramas",2022,A,"Hindi, French - Audio Description, English, Tamil, French [Original], Telugu","81307099, 81034012, 81115400, 81102814, 70298433, 81570254, 60023237, 81312798, 81752951, 81128450, 81520697, 80217669",12
81312835,The Elephant Whisperers,Documentary,"Children & Family, Documentaries, Nature & Ecology Documentaries, Science & Nature Docs, Tamil-Language",2022,U/A 7+,"British English, Hindi, Tamil [Original], English India, Tamil - Audio Description, Telugu","81462291, 80049832, 81447086, 81318943, 81139969, 81353947, 81086133, 81045007, 81170676, 81571854, 81681888, 81111279",12
81312877,Get Smart With Money,Documentary,"Documentaries, Business Documentaries, US, Lifestyle",2022,U/A 7+,"English [Original], English - Audio Description","81436688, 81345769, 80118100, 81410436, 80184771, 80102204, 81254224, 81074662, 81280926, 81349029, 81554996, 81098586",12
81313227,Rurouni Kenshin: The Final,Action,"Japanese, Action & Adventure",2021,U/A 16+,"Japanese - Audio Description, English, Japanese [Original]","70293105, 81266975, 81212831, 80039717, 70101697, 81153955, 80191740, 81243969, 80013891, 80217733, 81672158, 81313229",12
81313229,Rurouni Kenshin: The Beginning,Action,"Japanese, Action & Adventure",2021,A,"Japanese - Audio Description, English, Japanese [Original]","70293105, 80039717, 81212831, 70101697, 80191740, 80013790, 81313227, 81336431, 80217733, 81672158, 70062784, 70278930",12
81313522,Angèle,Documentary,"Music, French, Documentaries, LGBTQ, Biographical Documentaries",2021,A,"French [Original], French - Audio Description","81930855, 81238721, 81285390, 81029777, 81028336, 81106901, 81177110, 81700902, 81587828, 80196586, 81479059, 81915373",12
81313780,Larva Pendant,Kids,"Children & Family, Korean, Comedy",2022,U/A 7+,"No Dialogue [Original], English - Audio Description","80991326, 81154166, 81422836, 81699964, 81201048, 80991329, 81451264, 81312563, 80005772, 80158156, 81313783, 70286809",12
81313804,Soy Rada: Serendipity,Comedy,"Argentinian, Stand-Up Comedy",2021,U/A 16+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","80192064, 21304015, 81914565, 81084225, 80220079, 81738994, 80191990, 60026122, 828487, 80191555, 80157969, 80192138",12
81314321,A Cop Movie,Documentary,"Mexican, Documentaries, Crime",2021,U/A 16+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","81517594, 81404182, 80988257, 81273461, 80116922, 81511776, 80177803, 81771021, 81713263, 81384842, 81045551, 81094883",12
81314328,Love And Leashes,Romance,"Korean, Romantic Comedies, Comedy, Romantic",2022,A,"Korean - Audio Description, English, Korean [Original], Hindi","81406881, 81472752, 81306293, 81616524, 81463556, 81435649, 81165326, 81312809, 81413901, 81718141, 81582447, 81506124",12
81314956,Leave The World Behind,Drama,"Drama, Thriller, Based on Books, Social Issue Dramas, US",2023,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81404810, 81252357, 80236421, 80167481, 81040362, 81268316, 60022700, 80185871, 81449034, 81463014, 80196789, 81767564",12
81316256,Leyla Everlasting,Comedy,"Turkish, based on a Play, Comedy",2020,U/A 16+,"Turkish [Original], Turkish - Audio Description","81622697, 81316610, 81647076, 81577050, 81637609, 81610274, 81381630, 81346063, 81622665, 81334950, 81346322, 81345777",12
81316559,Earwig And The Witch,Kids,"Family, Children & Family, Japanese, Anime based on Books, Based on Books, Anime Features",2020,U,English,"80217130, 70106454, 60023642, 70019058, 81565710, 80230507, 60032294, 60027106, 80158156, 70216227, 70028883, 60027393",12
81316603,The Claus Family,Kids,"Family, Children & Family, Dutch",2020,U/A 7+,"English, Flemish - Audio Description, Flemish [Original]","60000901, 80232043, 80199682, 80183187, 81309564, 80996790, 81028225, 81029733, 80988988, 81416534, 81435416, 81517419",12
81316978,Hollyblood,Comedy,"Spanish, Comedy, Horror, Teen",2022,U/A 16+,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","80998174, 80198508, 81156676, 81186049, 80222720, 80997687, 80139506, 80058460, 81495849, 81642086, 81012366, 81590652",12
81317016,Larry The Cable Guy: Remain Seated,Comedy,Stand-Up Comedy,2020,U/A 16+,English [Original],"81708429, 81074113, 80158670, 80013282, 81180830, 80191665, 80158976, 80117628, 80244900, 80097431, 81045453, 80237903",12
81317135,Asakusa Kid,Drama,"Japanese, Drama, Based on Books, Based on Real Life",2021,A,"Japanese - Audio Description, English, Japanese [Original]","80113037, 81144910, 81574118, 81465101, 81424705, 81747060, 80095626, 81486812, 80138672, 81351263, 81325501, 81623070",12
81317320,White Noise,Drama,"Drama, Comedy, Based on Books, US",2022,U/A 16+,"English [Original], Hindi, English - Audio Description","81252357, 80124522, 80223779, 81249430, 80211559, 80200267, 81110498, 80164779, 81156325, 80174434",10
81318026,Andhaghaaram,Horror,"Horror, Tamil-Language",2020,U/A 16+,Tamil [Original],"81346073, 81644300, 81680624, 81151877, 81699650, 81644920, 81704206, 81640341, 81632774, 81435636, 81088083, 81278143",12
81318027,Maniyarayile Ashokan,Romance,"Malayalam-Language, Romantic Comedies, Comedy, Romantic",2020,U/A 13+,Malayalam [Original],"81571134, 81248144, 81707601, 81628642, 81680655, 81273582, 81680667, 81013200, 81707604, 81354207, 81508742, 81289659",12
81318047,Motu Patlu In Wonderland,Kids,"Children & Family, Hindi-Language",2013,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318062, 81318082, 81318074, 81088331, 81450320, 81318066, 80158156, 81318081, 81318076",12
81318057,Motu Patlu: Kung Fu Kings,Kids,"Children & Family, Hindi-Language, Martial Arts, Mixed Martial Arts, Sports",2014,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318062, 81318074, 81318082, 81450320, 81318068, 81900291, 81318066, 80158156, 81318081, 81318076",12
81318062,Motu Patlu In Hong Kong: Kung Fu Kings 3,Kids,"Children & Family, Hindi-Language",2017,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318069, 81318074, 81318082, 81450320, 81900291, 81318066, 80158156, 81318081, 81318076",12
81318066,Kung-Fu Kings 4: The Challenge Of Kung Fu Brothers,Kids,"Children & Family, Hindi-Language",2018,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81227574, 81318057, 81318062, 81318074, 81318082, 81450320, 81318068, 81900291, 81318081, 81318076",12
81318068,Motu Patlu Vs Robo Kids,Kids,"Children & Family, Hindi-Language",2019,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318062, 81318074, 81318082, 81900291, 81451264, 81318066, 80158156, 81318081, 81318076",12
81318069,Motu Patlu In The Game Of Zones,Kids,"Children & Family, Hindi-Language, Comedy",2019,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318074, 81318062, 81318082, 81450320, 81900291, 81318066, 80158156, 81318081, 81318076",12
81318072,Pakdam Pakdai Space Attack,Kids,"Children & Family, Hindi-Language, Comedy",2018,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam",81318078,1
81318073,Pakdam Pakdai: Attack On Tokyo,Kids,"Children & Family, Hindi-Language, Comedy",2018,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81318072, 81318071, 81318082",3
81318074,Shiva: The Secret World Of Vedas City,Kids,"Children & Family, Hindi-Language",2017,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81318080, 81700185, 81318057, 81318062, 81318077, 81900291, 81451264, 81318066, 81700184, 80158156, 81318081, 81318076",12
81318076,Shiva Vs Autobots,Kids,"Children & Family, Hindi-Language",2018,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318074, 81318077, 81318062, 81900291, 81451264, 81318066, 81700184, 80158156, 81318081",12
81318077,Shiva: Journey To Plunotaria,Kids,"Children & Family, Hindi-Language",2019,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81318080, 81318057, 81318074, 81318062, 81318066, 81318081, 81318076",7
81318080,Rudra: The Rise Of King Pharaoh,Kids,"Children & Family, Hindi-Language",2019,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318057, 81318074, 81318082, 81318062, 81318077, 81900291, 81318066, 81700184, 80158156, 81318081, 81318076",12
81318081,Rudra: Secret Of The Black Moon,Kids,"Children & Family, Hindi-Language",2020,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81318080, 81318057, 81318074, 81318062, 81318077, 81318082, 81900291, 81318066, 81700184, 80158156, 81318076",12
81318082,Keymon And Nani In Space Adventure,Kids,"Children & Family, Hindi-Language, Comedy",2013,U/A 7+,"Hindi [Original], Kannada, Gujarati, Tamil, Marathi, Bangla, Telugu, Malayalam","81450318, 81450276, 81570092, 81318057, 81318062, 81450320, 81451264, 81318066, 80158156, 81318081, 81318073, 81318071",12
81318083,Laal Singh Chaddha,Drama,"Hindi-Language, Bollywood, Romantic Comedies, Drama, Comedy, Romantic, Social Issue Dramas",2022,U/A 13+,"Hindi [Original], English, Telugu, Tamil","70262614, 81267360, 81509545, 81672746, 81641718, 70303496, 81508378, 81280352, 81350339, 81731618, 81016191, 80164778",12
81318084,Shabaash Mithu,Drama,"Hindi-Language, Bollywood, Drama, Based on Real Life, Social Issue Dramas, Sports",2022,U/A 13+,"Hindi [Original], Telugu, Tamil","81019031, 70254346, 81283585, 81210705, 81220676, 81144147, 81350340, 81712516, 70084775, 81292944, 80015785, 81107547",12
81318112,Jaadugar,Comedy,"Hindi-Language, Bollywood, Drama, Comedy, Sports",2022,U/A 13+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81249783, 81387255, 81332225, 81350339, 81350340, 81244362, 81511260, 81387256, 81350338, 81113919, 81107576, 81016193",12
81318514,Dancing Queens,Drama,"Swedish, LGBTQ, Drama, Comedy",2021,U/A 16+,"English, Swedish [Original], Swedish - Audio Description","80994878, 80158485, 81078393, 70243457, 81002685, 81205993, 81252928, 81705944, 81248118, 81005150, 80201590, 81132038",12
81318520,Bordertown: Mural Murders,Drama,"Finnish, Crime, Drama, Thriller, Mystery",2021,U/A 16+,"English, Finnish [Original]","80243728, 80990327, 81394937, 81039388, 81221656, 80173176, 81619384, 81038589, 81566970, 81453545, 81478537, 81338273",12
81319110,The Wonder Weeks,Comedy,"Dutch, Drama, Comedy, Based on Books",2023,U/A 16+,"Dutch - Audio Description, English, Dutch [Original]","81509477, 81410265, 81580584, 81760229, 81416676, 81756336, 81660233, 81664637, 81175173, 81698960, 81422765, 81422838",12
81319131,Kartini: Princess Of Java,Drama,"Indonesian, Drama, Period Pieces, Based on Real Life, Social Issue Dramas",2017,U/A 13+,Indonesian [Original],"81786970, 81632937, 81285891, 81644088, 81678776, 81260628, 81706805, 81327369, 81362645, 81770884, 81476989, 81678775",12
81319138,Good Game: The Beginning,Drama,"Turkish, Drama, Sports",2018,U/A 13+,Turkish [Original],"81462319, 81080697, 81380432, 81354934, 81223599, 81346325, 81334947, 81334952, 81212136, 81303889, 81239779, 81007175",12
81319170,The Beast,Action,"Italian, Crime, Action & Adventure",2020,A,"Italian - Audio Description, English, Italian [Original]","81253859, 70101697, 81038588, 81576597, 81282732, 80223052, 81458368, 81424708, 81058613, 81005258, 81108579, 80200961",12
81320070,Ave Maryam,Drama,"Indonesian, Drama, Romantic, Based on Real Life",2018,U/A 16+,Indonesian [Original],"81920791, 81332613, 80174451, 81786970, 81397407, 81685656, 60023237, 81449034, 81230204, 81755765, 81341795, 81747921",12
81320168,Forgive Us Our Trespasses,Drama,"Drama, Social Issue Dramas, US",2022,U/A 16+,"Hindi - Audio Description, English [Original], Hindi, English - Audio Description","80191608, 81349306, 81485977, 81557402, 81186240, 81248111, 81685656, 81166149, 81590591, 81260280, 81166791, 70101375",12
81320770,Haseen Dillruba,Thriller,"Hindi-Language, Bollywood, Thriller, Romantic",2021,U/A 16+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81686137, 81514144, 81436989, 81537953, 81144153, 81206929, 81294132, 81285617, 81305487, 81112446, 81712516, 81683052",12
81321341,Stamped From The Beginning,Documentary,"Documentaries, Based on Books, Social & Cultural Docs, US",2023,U/A 16+,"English [Original], English - Audio Description","81034518, 81031582, 81650731, 80091741, 81460481, 80217478, 81513913, 81586731, 81387240, 81416254, 80219054, 80988518",12
81321375,The House Of Flowers: The Movie,Comedy,"Mexican, Comedy, TV Comedies",2021,A,"Spanish Latin America [Original], Spanish Latin America - Audio Description","81094801, 81169148, 81398899, 81357618, 81380249, 81322750, 81030409, 81002483, 80030346, 81611640, 81417084, 80160935",12
81321625,Alan Saldaña: Locked Up,Comedy,"Mexican, Stand-Up Comedy",2021,A,"Spanish Latin America [Original], Spanish Latin America - Audio Description","80183089, 80124726, 81580505, 80124724, 81006826, 81454281, 80194946, 81725967, 81060096, 80192065, 81217094, 80124725",12
81321674,Code Name: Emperor,Thriller,"Spanish, Drama, Thriller, Social Issue Dramas",2022,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81308434, 81312828, 81317562, 70298433, 81348771, 81424708, 81678873, 81038589, 81312798, 81478537, 81752951, 81520697",12
81321986,Stowaway,Sci-Fi,"Sci-Fi, Drama, Thriller, US",2021,U/A 13+,"English [Original], Hindi, English - Audio Description","81010971, 81277610, 70305903, 81023636, 80206300, 81301595, 80214512, 80244645, 80134431, 70259170, 80158764, 81067760",12
81322579,Hidden Strike,Action,"Action & Adventure, US",2023,U/A 13+,"English [Original], English - Audio Description","60020801, 70184054, 81498378, 70101697, 81654966, 70140907, 80233783, 80124486, 81721676, 81416533, 70059988, 17236928",12
81322606,Pedro Páramo,Drama,"Mexican, Drama, Based on Books",2024,A,"English, Hindi, Spanish Latin America [Original], Spanish Latin America - Audio Description","81611209, 81357618, 70241340, 81414644, 81919470, 81591574, 81457507, 60023237, 81629642, 80990349, 81087583, 81601351",12
81323628,Chief Daddy 2 - Going For Broke,Comedy,"Nollywood, Romantic Comedies, Drama, Comedy, Romantic, African",2021,U/A 16+,English [Original],"81434660, 81270838, 81591155, 81478629, 81074015, 81397729, 81274960, 81172728, 81172848, 81397313, 81172904, 81397731",12
81323741,White Hot: The Rise & Fall Of Abercrombie & Fitch,Documentary,"Documentaries, Business Documentaries, US, Lifestyle",2022,U/A 16+,"English [Original], Hindi, English - Audio Description","81387065, 81254340, 81035279, 81406333, 81280924, 81155081, 81254224, 80221584, 81130691, 81479059, 81554996, 81507283",12
81323980,Like A Boss,Comedy,"Comedy, US",2020,U/A 16+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81648431, 80063604, 80158485, 81671213, 80211623, 80220496, 70043301, 81664637, 70103758, 80115671, 80189630, 70276715",12
81323993,Chandigarh Kare Aashiqui,Drama,"Hindi-Language, Bollywood, LGBTQ, Drama, Romantic, Social Issue Dramas",2021,U/A 16+,Hindi [Original],"80099083, 81214289, 81350339, 81382264, 81350340, 81113920, 81016193, 81350338, 80170125, 81193796, 81113918, 81107545",12
81324382,Head To Head,Comedy,"Saudi, Middle Eastern, Comedy, Thriller",2023,U/A 16+,"English, Arabic Saudi Arabia [Original], Arabic - Audio Description, Hindi","81580997, 81675917, 80103282, 81716255, 81756819, 81212780, 81520967, 81724610, 81438813, 81424192, 81639441, 81614037",12
81324411,Disconnect,Comedy,"Romantic Comedies, Comedy, Romantic, African",2018,U/A 16+,English [Original],"80179190, 81270692, 81741262, 81618517, 81565758, 81598307, 81683815, 81645161, 81412201, 81735230, 81651693, 81244451",12
81324415,In Line,Drama,"Nollywood, Drama, African",2017,U/A 13+,English [Original],"81462490, 81172723, 81052231, 81172902, 81478629, 81191666, 81435742, 81641730, 81172904, 81663108, 81270767, 81270837",12
81324416,40 Sticks,Thriller,"Crime, Thriller, African",2019,U/A 16+,Swahili [Original],"81028990, 80198478, 80191513, 81013927, 81232463, 81350329, 81614292, 81038588, 81727022, 81038589, 81752951, 81259570",12
81324900,Alter Me,Romance,"Filipino, Romantic Comedies, Comedy, Romantic",2020,A,"Filipino - Audio Description, Filipino [Original]","70301476, 70167075, 81517170, 81248072, 60033326, 81312809, 81718141, 70055221, 81578318, 81476441, 81779693, 81508217",12
81325689,Fear Street Part 1: 1994,Horror,"LGBTQ, Horror, Teen, US",2021,A,"English [Original], Hindi, English - Audio Description","80164456, 81639205, 939827, 81517749, 81149049, 80993029, 81483977, 81753224, 81012366, 81334750, 81334749, 80240798",12
81326146,"My Brother, My Sister",Drama,"Italian, Drama",2021,U/A 16+,"Italian - Audio Description, English, Italian [Original]","81509477, 81233909, 81559019, 80168029, 81685656, 60023237, 81598425, 81156325, 81176731, 81031412, 81261846, 81029383",12
81327369,A Perfect Fit,Romance,"Indonesian, Romantic Comedies, Drama, Comedy, Romantic",2021,U/A 13+,"Indonesian - Audio Description, Indonesian [Original], English","81476986, 81671924, 81361118, 81716462, 81332041, 81361117, 81285891, 81260630, 81929079, 81362645, 81770884, 81413554",12
81327370,A World Without,Drama,"Sci-Fi, Indonesian, Drama, Thriller, Teen",2021,U/A 16+,"Indonesian - Audio Description, Indonesian [Original], English","81476986, 81733653, 81755775, 81755774, 81929079, 81231382, 81519381, 81724557, 81597203, 81644947, 81647967, 81678777",12
81327515,Running With The Devil: The Wild World Of John Mcafee,Documentary,"Documentaries, Crime, Biographical Documentaries",2022,A,"English [Original], Hindi, English - Audio Description","81227167, 80118100, 81466159, 81254340, 80239100, 81244037, 81404807, 81436777, 81349029, 81097791, 81507283, 81122462",12
